
🎸DJ音乐,#genre#
车载DJ舞曲《大风吹》《浪子闲话》《玛尼情歌》《沙漠骆驼》,https://vdse.bdstatic.com//7002925e04c4c451cfa8aafc9b4190c7.mp4
《拈花一笑》《对面的小姐姐》《想你了小哥哥》《一朵情花开》,https://vdse.bdstatic.com//7cfaf27a4db89583e069a40fbc2ed84b.mp4
网络金曲《拈花一笑》《陪你千山万水》《对面小姐姐》,https://vdse.bdstatic.com//c2deba4d320384736569e542ac531aff.mp4
情歌DJ《拈花一笑》《对面的小姐姐》《酒醉的蝴蝶》,https://vdse.bdstatic.com//4eece717c6cc2fb9086a59a13ce30623.mp4
几首绝美情歌DJ精选,https://vdse.bdstatic.com//c5c64b60c9fdfbdfa3e959bb1d56c4b0.mp4
【老歌DJ版】《精选8首》,https://vdse.bdstatic.com//525174705415c8773bd465ce4b88b18d.mp4
2021《精选5首酒吧DJ舞曲》,https://vdse.bdstatic.com//0e59c29ddbc68ed60dce8a6f4631c1f1.mp4
最新dj,https://vd2.bdstatic.com/mda-mm4dszarfc74t9mx/sc/cae_h264/1638819159347843097/mda-mm4dszarfc74t9mx.mp4
一点泪水dj,https://vd2.bdstatic.com/mda-mm52zzkus5fqm4xh/sc/cae_h264/1638783595083455661/mda-mm52zzkus5fqm4xh.mp4
dj舞曲英雄泪,https://vd3.bdstatic.com/mda-mkt45tnypacz3smk/sc/cae_h264/1638069225501294830/mda-mkt45tnypacz3smk.mp4
舞曲视频,https://vd2.bdstatic.com/mda-mm25g3080p08di8w/sc/cae_h264/1638529553032232968/mda-mm25g3080p08di8w.mp4
今夜回望dj,https://vd2.bdstatic.com/mda-mkv7cbzq5xdtf9ms/sc/cae_h264/1638478442002383579/mda-mkv7cbzq5xdtf9ms.mp4
小鱼授权,https://vd4.bdstatic.com/mda-mkn4iq79ihtufbc1/sc/cae_h264/1637639849265611965/mda-mkn4iq79ihtufbc1.mp4
舞曲视频1,https://vd4.bdstatic.com/mda-mkf4g5p5hpevqbx6/sc/cae_h264/1637033781127837401/mda-mkf4g5p5hpevqbx6.mp4
舞曲视频4,https://vd2.bdstatic.com/mda-mkn56h2g8ux3dtxq/sc/cae_h264/1637642599802363137/mda-mkn56h2g8ux3dtxq.mp4
车载DJ视频6,https://vdse.bdstatic.com//7e9d2da860d4ac39c0ea86502360d6fe.mp4
好歌分享《精选6首伤感DJ舞曲》HD,https://vdse.bdstatic.com//0c87c8977d0a33498fe7362d3c60c22c.mp4
情歌DJ《怎么可以如此冷血》《为爱受尽相思罪》HD,https://vdse.bdstatic.com//61e318ea76e984f2bedb66f1ed1583be.mp4
DJ情歌串烧《痴情恋歌》《红颜知己》《事与愿违》《缘分相遇》HD,https://vdse.bdstatic.com//904548e7bec804905906557ed2752017.mp4
动听DJ情歌《红颜知己》《今夜为你醉》《别忘了我在等你》等HD,https://vdse.bdstatic.com//92d49c2aebc0bbbe08149b8e08e4a443.mp4
DJ伤感好听《红颜知己》《事与愿违》《缘分相遇》《知情念歌》HD,https://vdse.bdstatic.com//1a7b05ab4eab2d68a679e442f4d80fab.mp4
《给我一把爱情火》《无情风雨无情的你》《昨夜的我又梦到了你》HD,https://vdse.bdstatic.com//63a770491e7bae0ebe661452c27eaf33.mp4
宇宁《千里江山（大型纪录片《紫禁城》主题歌HD,https://vdse.bdstatic.com//688046e42c39cf6585106f945e2798e7.mov
2021最佳伤感情歌HD,https://vdse.bdstatic.com//59c5abc138bf1da5585bb765c530137e.mp4
2021伤感洗脑神曲HD,https://vdse.bdstatic.com//8ad29ca92a901b9992431cf0c5266101.mp4
2021最好听情歌HD,https://vdse.bdstatic.com//e668900af1d683c1f8762c1184d516d3.mp4
经典dj《站台》,https://vd2.bdstatic.com/mda-mju7bud6vwuub0nq/hd/cae_h264_nowatermark/1635484907845663119/mda-mju7bud6vwuub0nq.mp4
东南西北风DJ,https://vd2.bdstatic.com/mda-ncnfhdbt5mucyi3w/cae_h264_delogo/1648033513910900148/mda-ncnfhdbt5mucyi3w.mp4
2022伤感DJ串烧dj,https://vd2.bdstatic.com/mda-ncm68fx91zybkka3/cae_h264_delogo/1647925011440022023/mda-ncm68fx91zybkka3.mp4
还没有爱够DJ,https://vd3.bdstatic.com/mda-ncjgwmv1u85an74x/cae_h264_delogo/1647781725809492842/mda-ncjgwmv1u85an74x.mp4
花儿笑了DJ,https://vd4.bdstatic.com/mda-ncj7vawq5rnk5v59/hd/cae_h264_delogo/1647759626623363912/mda-ncj7vawq5rnk5v59.mp4
打工辛酸泪DJ2首,https://vd4.bdstatic.com/mda-na5fafrtbvvf5wib/hd/cae_h264_delogo/1641996387070390433/mda-na5fafrtbvvf5wib.mp4
都是兄弟DJ,https://vd2.bdstatic.com/mda-nad5ctdnq3w1zssn/hd/cae_h264_delogo/1642142912024126404/mda-nad5ctdnq3w1zssn.mp4
dj新歌句句在理,https://vd4.bdstatic.com/mda-ncmb65kfdfysdq4g/sc/cae_h264_delogo/1647946141035592767/mda-ncmb65kfdfysdq4g.mp4
北方姑娘,https://vd3.bdstatic.com/mda-ncc6hbwdde59r16h/sc/cae_h264_delogo/1647146424330053026/mda-ncc6hbwdde59r16h.mp4
一生输给了爱情,https://vd2.bdstatic.com/mda-mkn4yr0d9ypy9wns/sc/cae_h264_delogo/1643224005214992888/mda-mkn4yr0d9ypy9wns.mp4
酒吧慢摇DJ舞曲,https://vd4.bdstatic.com/mda-ncm0qvdrfhujssxg/sc/cae_h264_delogo/1647910096911072273/mda-ncm0qvdrfhujssxg.mp4
这首新歌_一听就上瘾,https://vd4.bdstatic.com/mda-nckaxf6j35t5e3j4/sc/cae_h264_delogo/1647849433211786752/mda-nckaxf6j35t5e3j4.mp4
情歌DJ舞曲,https://vd2.bdstatic.com/mda-nag6y4ryfy5a0hjb/720p/h264_delogo/1642396108696963578/mda-nag6y4ryfy5a0hjb.mp4
伤感DJ串烧 为爱流泪,https://vd3.bdstatic.com/mda-nci8jqpzeyqkhdxe/720p/h264_delogo/1647670097763149460/mda-nci8jqpzeyqkhdxe.mp4
DJ新歌上线,https://vd3.bdstatic.com/mda-nckdkm6sj1p9q7c9/sc/cae_h264_delogo/1647859589943780399/mda-nckdkm6sj1p9q7c9.mp4
DJ给我一把爱情火,https://vd2.bdstatic.com/mda-ncg42rnzxats8h83/cae_h264_delogo/1647486932330653636/mda-ncg42rnzxats8h83.mp4
新歌上线,https://vd4.bdstatic.com/mda-nc005jwr87jrdssh/sc/cae_h264_delogo/1646179767551234681/mda-nc005jwr87jrdssh.mp4
2022几首DJ串烧,https://vd3.bdstatic.com/mda-nck3tqzgjvj076vc/sc/cae_h264_delogo/1647833645083560959/mda-nck3tqzgjvj076vc.mp4
dj《旧伤还没好新伤又痛》《来生再去拥抱你》《来生不再遇见你》,https://vd3.bdstatic.com/mda-pfdb5s49mvf6wydt/fhd/bd265_cae_roi_v5/1696281737889070985/mda-pfdb5s49mvf6wydt.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2766260337&vt=1&svt=1&cr_max=3&s_score=4.760700&pt=1&av=13.53.0.10&vid=8871459401072916681&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=964&sle=1&split=2578548
魏佳艺《忘川的河》dj版,https://vd3.bdstatic.com/mda-pf8bqqe4gg1kci7n/fhd/bd265_cae_roi_v6/1703013938923556477/mda-pf8bqqe4gg1kci7n.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3349038900&vt=1&svt=1&cr_max=3&s_score=4.728300&pt=1&av=13.53.0.10&vid=14562301213090918811&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=831&sle=1&split=1582427
DJ伤感情歌《你是我红尘的过客》,https://vd3.bdstatic.com/mda-pf9cgmbz5i6n6qic/fhd/bd265_cae_roi_v6/1707089537326053195/mda-pf9cgmbz5i6n6qic.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2231631757&vt=1&svt=1&cr_max=3&s_score=4.388000&pt=1&av=13.53.0.10&vid=11407053326887600990&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=809&sle=1&split=1497419
经典歌曲《曾经心痛》DJ版,https://vd3.bdstatic.com/mda-pf8byctx7t6ibwdn/fhd/bd265_cae_roi_v5/1686617088672901652/mda-pf8byctx7t6ibwdn.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3483796653&vt=1&svt=1&cr_max=3&s_score=4.680100&pt=1&av=13.53.0.10&vid=11145962467607628326&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=905&sle=1&split=1649556
王爱华最新DJ歌曲！《爱上你是我犯的罪》,https://vd3.bdstatic.com/mda-phfczmidbx4shew6/fhd/bd265_cae_roi_v6/1703620053474657167/mda-phfczmidbx4shew6.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3864469349&vt=1&svt=1&cr_max=3&s_score=4.693600&pt=1&av=13.53.0.10&vid=3236174449101633257&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=796&sle=1&split=1472115
DJ音乐《爱过了也伤过了》,https://vd3.bdstatic.com/mda-phe9ydyhbswrztr9/fhd/bd265_cae_roi_v6/1706986372895623026/mda-phe9ydyhbswrztr9.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2472701180&vt=1&svt=1&cr_max=3&s_score=4.651600&pt=1&av=13.53.0.10&vid=11453573297998597207&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=835&sle=1&split=1532855
王爱华DJ版《爱恨都被情伤》,https://vd3.bdstatic.com/mda-pheb2wpdwupdv1pf/fhd/bd265_cae_roi_v6/1723761279598364647/mda-pheb2wpdwupdv1pf.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2280354334&vt=1&svt=1&cr_max=3&s_score=4.711500&pt=1&av=13.53.0.10&vid=4752010166842331339&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=786&sle=1&split=1469111
情歌《伤心苦酒》DJ版,https://vd3.bdstatic.com/mda-phrc5kwcesgrian4/fhd/bd265_cae_roi_v6/1707245223686642869/mda-phrc5kwcesgrian4.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3752351663&vt=1&svt=1&cr_max=3&s_score=4.682000&pt=1&av=13.53.0.10&vid=9785716954016403295&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=777&sle=1&split=1470643
林玉英dj版的《一去不回头》,https://vd3.bdstatic.com/mda-phrc5kvv586pwcd8/fhd/bd265_cae_roi_v5/1701035469811659554/mda-phrc5kvv586pwcd8.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2264671182&vt=1&svt=1&cr_max=3&s_score=4.791100&pt=1&av=13.53.0.10&vid=13587167509037171571&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=907&sle=1&split=1632928
dj版《拉萨夜雨》原唱完整版,https://vd3.bdstatic.com/mda-phrc5kzm9s4q1cgq/fhd/bd265_cae_roi_v6/1702947483508665961/mda-phrc5kzm9s4q1cgq.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3876505783&vt=1&svt=1&cr_max=3&s_score=4.805600&pt=1&av=13.53.0.10&vid=13441374495804490194&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=751&sle=1&split=1408739
乌兰图雅！dj版《火辣辣的情歌》,https://vd3.bdstatic.com/mda-phrc5m42j3wqqvnd/fhd/bd265_cae_roi_v5/1701378184824004291/mda-phrc5m42j3wqqvnd.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=4214319913&vt=1&svt=1&cr_max=3&s_score=4.690400&pt=1&av=13.53.0.10&vid=12475201635320951606&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=849&sle=1&split=1594836
DJ经典之作《红颜知己》,https://vd3.bdstatic.com/mda-phqbzjt5e7nk6sai/fhd/bd265_cae_roi_v5/1697487452545447052/mda-phqbzjt5e7nk6sai.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2584426696&vt=1&svt=1&cr_max=3&s_score=4.861800&pt=1&av=13.53.0.10&vid=4477810444598920896&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=918&sle=1&split=1715892

🎤MTV频道,#genre#
六小乐《大风在括大雪在下》,https://vd3.bdstatic.com/mda-saa3xwhz08tw02h2/1080p/bd265_cae_roi_v8_2/1768100385432362315/mda-saa3xwhz08tw02h2.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3504010643&vt=1&svt=1&cr_max=3&s_score=5.067400&pt=1&av=13.53.0.10&vid=7790824487071890058&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=645&sle=1&split=1205951
就是南方凯《列车开往春天》,https://vd3.bdstatic.com/mda-qg60dztr8v8gvm52/uhd/cae_h264/1720312205562733712/mda-qg60dztr8v8gvm52.mp4?pd=-1&pt=-1&cr=-1&vt=0&cd=0&did=cfcd208495d565ef66e7dff9f98764da&logid=0268854252&vid=7515509989235058861&auth_key=1775399669-0-0-dcae423445f4d3f1055a596078b96665&bcevod_channel=searchbox_feed
马健涛《手心有你》,https://vd3.bdstatic.com/mda-rdi282wzu2xj609p/1080p/bd265_cae_roi_v7/1745028665881090176/mda-rdi282wzu2xj609p.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=1853726829&vt=1&svt=1&cr_max=3&s_score=6.099200&pt=1&av=13.53.0.10&vid=7707369232003143941&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=557&sle=1&split=1066979
铃花儿《孟婆求你赐我忘情汤》,https://vd3.bdstatic.com/mda-sbkhc4gm3p02ne5q/1080p/bd265_cae_roi_v8_2/1771717059780105955/mda-sbkhc4gm3p02ne5q.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2818057214&vt=1&svt=1&cr_max=3&s_score=4.896600&pt=1&av=13.53.0.10&vid=5465722207898775786&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=389&sle=1&split=790536
卢润泽《土坡上的狗尾草》,https://vd3.bdstatic.com/mda-rdshp6nyw1ksrgra/1080p/bd265_cae_roi_v7/1745758780893630569/mda-rdshp6nyw1ksrgra.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3096692744&vt=1&svt=1&cr_max=5&s_score=4.948000&pt=1&av=13.53.0.10&vid=9336598148331933661&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=549&sle=1&split=1038095
丫蛋版的《空荡的酒杯》,https://vd3.bdstatic.com/mda-rdedru7ghxaax4wz/1080p/bd265_cae_roi_v7/1744712779280305773/mda-rdedru7ghxaax4wz.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2687782426&vt=1&svt=1&cr_max=5&s_score=5.002000&pt=1&av=13.53.0.10&vid=16373058046323536916&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=396&sle=1&split=795923
花姐《此情一直在心间》,https://vd3.bdstatic.com/mda-kfmbegjehr86hx68/v1-cae/1080p/mda-kfmbegjehr86hx68.mp4?cd=0&mpd=1&pd=20&logid=2770763332&vt=1&svt=1&cr_max=3&s_score=-1.000000&pt=1&av=13.53.0.10&vid=2917502530238414746&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=1103&sle=1&split=2027857
《我字字皆你你句句非我》黄静美,https://vd3.bdstatic.com/mda-qdcpmnyw5tv8mixb/default/bd265_cae_roi_v6/1713460741537084702/mda-qdcpmnyw5tv8mixb.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3763753595&vt=1&svt=1&cr_max=0&s_score=4.286900&pt=1&av=13.53.0.10&vid=14588591356398379460&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=0&h265_s=1&sl=192&sle=1&split=434433
魏佳艺一首《忘川的河》,https://vd3.bdstatic.com/mda-qkk30tzuyc098tcv/1080p/bd265_cae_roi_v7/1732155819571781680/mda-qkk30tzuyc098tcv.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=720022266&vt=1&svt=1&cr_max=3&s_score=5.226900&pt=1&av=13.53.0.10&vid=5667222299279099178&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=511&sle=1&split=1016341
赵洋-《落单的鸳鸯》,https://vd3.bdstatic.com/mda-qfb3nepup98e7uj9/fhd/bd265_cae_roi_v6/1718225294288402887/mda-qfb3nepup98e7uj9.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3357902675&vt=1&svt=1&cr_max=5&s_score=4.221300&pt=1&av=13.53.0.10&vid=7999317773340130296&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=390&sle=1&split=801869
赵洋-痴情的我犯下痴情的错,https://vd3.bdstatic.com/mda-pdkftdu5sqjy40k5/sc/cae_h264/1682080849901708420/mda-pdkftdu5sqjy40k5.mp4?cd=0&mpd=1&pd=20&logid=3763112247&vt=1&svt=1&cr_max=2&s_score=4.713500&pt=1&av=13.53.0.10&vid=17931071677353998852&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=2&h265_s=1&sl=397&sle=1&split=778890
赵洋《爱我是你说的谎》,https://vd3.bdstatic.com/mda-mef7rkhrpqh92z3z/1080p/cae_h264/1621143859447435635/mda-mef7rkhrpqh92z3z.mp4?cd=0&mpd=1&pd=20&logid=2172194734&vt=1&svt=1&cr_max=2&s_score=-1.000000&pt=1&av=13.53.0.10&vid=12884984037115528596&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=0&sle=1&split=0
赵洋《负我不负她》,https://vd3.bdstatic.com/mda-pjwgt6bvkcjkaptb/fhd/bd265_cae_roi_v6/1725586665544654390/mda-pjwgt6bvkcjkaptb.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3966347715&vt=1&svt=1&cr_max=3&s_score=6.330100&pt=1&av=13.53.0.10&vid=13518387339346042017&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=863&sle=1&split=1601381
王一佳《有风无风皆自由》,https://vd3.bdstatic.com/mda-qhwgndu7xtzjvp5b/fhd/bd265_cae_roi_v6/1725660964721496238/mda-qhwgndu7xtzjvp5b.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3611985290&vt=1&svt=1&cr_max=3&s_score=5.127300&pt=1&av=13.53.0.10&vid=13381466241942856101&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=644&sle=1&split=1198373
马健涛《挽扶》,https://vdse.bdstatic.com/h265/bd987b57c1940cf523f1123a31e58c0a9c.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2927846146&vt=-1&svt=-1&cr_max=1&s_score=-1.000000&pt=1&av=13.53.0.10&vid=17746089955351922300&mvt=-1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=1&h265_s=1&sl=154&sle=1&split=434154
刘晓超《不能不想你》,https://vd3.bdstatic.com/mda-rc841ztpj1pcbqfj/1080p/bd265_cae_roi_v7/1741489940220537864/mda-rc841ztpj1pcbqfj.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3192851459&vt=1&svt=1&cr_max=3&s_score=4.474900&pt=1&av=13.53.0.10&vid=10464283730900019557&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=600&sle=1&split=1130928
老婆最大 - 崔子格&老猫,https://vdse.bdstatic.com/h265/bd520ecefb9db91c2fe82270b131c633af.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3719644195&vt=-1&svt=-1&cr_max=1&s_score=-1.000000&pt=1&av=13.53.0.10&vid=1243233524724449124&mvt=-1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=1&h265_s=1&sl=230&sle=1&split=523543
冷漠-小三(KTV版),https://vdse.bdstatic.com/h265/bdbe82614fe02231bceed179db286bae17.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=1194310554&vt=1&svt=-1&cr_max=0&s_score=-1.000000&pt=1&av=13.53.0.10&vid=8802527680117306414&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=0&h265_s=1&sl=108&sle=1&split=331795
陈瑞演唱《情罪》,https://vd3.bdstatic.com/mda-qhfbbe265z33cqyp/fhd/bd265_cae_roi_v6/1723797476565461600/mda-qhfbbe265z33cqyp.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2512673416&vt=1&svt=1&cr_max=3&s_score=4.867100&pt=1&av=13.53.0.10&vid=1574016507769316810&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=589&sle=1&split=1152001
丫蛋儿-《苹果香》,https://vd3.bdstatic.com/mda-qhveew6knk75mi6e/fhd/bd265_cae_roi_v6/1725580580285901111/mda-qhveew6knk75mi6e.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2962297203&vt=1&svt=1&cr_max=3&s_score=5.179000&pt=1&av=13.53.0.10&vid=3810601779437140034&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=582&sle=1&split=1110181
李英《等我熬过了所有的苦》,https://vd3.bdstatic.com/mda-pdt2x5kz4m33s6kg/1080p/cae_h264/1682674684833943031/mda-pdt2x5kz4m33s6kg.mp4?cd=0&mpd=1&pd=20&logid=3912909800&vt=1&svt=1&cr_max=2&s_score=4.848500&pt=1&av=13.53.0.10&vid=15455183859531758804&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=0&sle=1&split=0
李英《放下世界放不下你》,https://vd3.bdstatic.com/mda-qbjsj0pg5v9ffi7f/fhd/bd265_cae_roi_v6/1726102641501927062/mda-qbjsj0pg5v9ffi7f.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3427770953&vt=1&svt=1&cr_max=3&s_score=5.443900&pt=1&av=13.53.0.10&vid=13238958642278890443&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=607&sle=1&split=1182485
王麟《伤不起》,https://vd3.bdstatic.com/mda-pat4cut3dtfstf8f/fhd/bd265_cae_roi_v6/1720048264508415710/mda-pat4cut3dtfstf8f.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=4247023459&vt=1&svt=1&cr_max=3&s_score=3.288300&pt=1&av=13.53.0.10&vid=9569698191169310655&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=454&sle=1&split=891741
黄品源《小微》,https://vd3.bdstatic.com/mda-rd4hmt2m2uyr2icv/1080p/bd265_cae_roi_v7/1743857663542469418/mda-rd4hmt2m2uyr2icv.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3060828231&vt=1&svt=1&cr_max=3&s_score=5.045400&pt=1&av=13.53.0.10&vid=6639347406516816202&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=687&sle=1&split=1276459
你莫走 - 山水组合,https://vdse.bdstatic.com/h265/bd5d4e9ff90d4cf32869a1ffb1d7dee2a7.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2118288761&vt=1&svt=-1&cr_max=1&s_score=-1.000000&pt=1&av=13.53.0.10&vid=17325013002586709646&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=1&h265_s=1&sl=196&sle=1&split=438035
乔玲儿一曲《深情败给时间》,https://vd3.bdstatic.com/mda-macj6vkh8sx3xtwm/v2-hknm/sc/mda-macj6vkh8sx3xtwm.mp4?cd=0&mpd=1&pd=20&logid=3588273203&vt=1&svt=1&cr_max=2&s_score=-1.000000&pt=1&av=13.53.0.10&vid=8367601818623106968&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=2&h265_s=1&sl=396&sle=1&split=780602
赵洋原唱《动了情是我命中劫数》,https://vd3.bdstatic.com/mda-mf2hx2y1pw1sfryz/1080p/cae_h264/1622725303884998015/mda-mf2hx2y1pw1sfryz.mp4?cd=0&mpd=1&pd=20&logid=4245184221&vt=1&svt=1&cr_max=2&s_score=-1.000000&pt=1&av=13.53.0.10&vid=5842762958377783045&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=0&sle=1&split=0
安静原唱《从没想过这样的结局》,https://vd3.bdstatic.com/mda-mk6ft9u63ehn63ap/1080p/cae_h264_delogo/1642576227594791566/mda-mk6ft9u63ehn63ap.mp4?cd=0&mpd=1&pd=20&logid=1694798674&vt=1&svt=1&cr_max=2&s_score=5.536400&pt=1&av=13.53.0.10&vid=17908198480103648766&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=0&sle=1&split=0
《回心转意》-黑龙,https://vd3.bdstatic.com/mda-pea6xkp1pchjcf32/sc/cae_h264/1683833798705696939/mda-pea6xkp1pchjcf32.mp4?cd=0&mpd=1&pd=20&logid=3138468048&vt=1&svt=1&cr_max=2&s_score=4.481300&pt=1&av=13.53.0.10&vid=4011868119547599364&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=2&h265_s=1&sl=366&sle=1&split=768504
誓言《求佛》,https://vd3.bdstatic.com/mda-mfkfav02znq7ip38/fhd/bd265_cae_roi_v6/1725926342804741082/mda-mfkfav02znq7ip38.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2623805611&vt=1&svt=1&cr_max=3&s_score=-1.000000&pt=1&av=13.53.0.10&vid=1408277264266353845&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=625&sle=1&split=1212245
孟庭苇《谁的眼泪在飞》,https://vd3.bdstatic.com/mda-qgvgb55jw6brz8du/fhd/bd265_cae_roi_v6/1722340153517716528/mda-qgvgb55jw6brz8du.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=3562681536&vt=1&svt=1&cr_max=3&s_score=5.476400&pt=1&av=13.53.0.10&vid=8723911050590752020&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=402&sle=1&split=824909
林志炫《单身情歌》,https://vd3.bdstatic.com/mda-qh5mq65q3p2m49c9/fhd/bd265_cae_roi_v6/1722985469720910025/mda-qh5mq65q3p2m49c9.mp4?cd=1&hit_bd265_src=1&mpd=1&pd=20&logid=2438355159&vt=1&svt=1&cr_max=3&s_score=5.320300&pt=1&av=13.53.0.10&vid=5001063093686043921&mvt=1&did=70b6dc0f1a7ab65529feb0f89c31b180&scene=5&cr=3&h265_s=1&sl=451&sle=1&split=910073
